id;text;rating;polarity;n_words;score
1323;It took several days for the medication to start working, but once it did I felt better. I have to take one pill everyday with food for 4 weeks.;7;;29;2
1725;"advair is an inhaled power that you take twice a day. it's composed of two ""active ingredient"" - a long acting bronchio dilator and a steroid - both aid in combating asthma.";7;;32;2
2290;Taken orally daily at night to address depresion. Stopped taking due to side effects. Found increase of regimented daily exercise to be more beneficial.;5;;24;2
2017;The treatment was to cover entire affected area twice daily until acne cleared up. Was not supposed to use any other topical treatments with the cream.;7;;26;2
3421;daily use for 4 weeks and at present, used after applying cerave moisturizer, very smalll amount was more effective, as fewer side effects. spf 30 every day to prevent burn.;5;;30;2
2113;Apply renova at bedtime waiting atleast 30 minutes after washing face. I had to extend the time I waited after washing to an hour to try to reduce the sensitivity of my skin. I also applied the renova every other day during the summer or times when I knew there would be a skin irritant to try and reduce sensitivity.;5;;60;2
2887;Product was used in the OBAGI system and mixed with hydroquinone 4% in a 1:1 ratio nightly. Before bedtime. I also went behind myself after application with a cotton swab in the nasal alar area and oral commissures to avoid product settling into these areas and becoming macerated.;7;;48;2
491;Drug dosage reccomendations were not followed, and only taken in the morning as this lessened the side effects.;7;;18;2
2252;make sure your doctor prescribes you 800 mg because its wayy cheaper because you can cut them in half if you want because they are tablets. Its like the same price as the 200 mg for the same count so its really stupid to get the lower dose when you can just cut up the higher dose.;7;;57;2
77;He takes a capsule in the morning and one at night. Along with the medication he is faithful to wash his face twice a day with basis soap.;7;;28;2
198;One 10mg tablet of Adderall was taken twice daily for a period of one month. After one month, the treatment ceased.;7;;21;2
725;Placed the cream daily on the pigmented lesions for 4 months. I have stopped using this drug altogether after reading the reports.;7;;22;2
2288;I had never had a panic or anxiety attack before. After having my first one, and being scared to death to have another one, my doctor put me on Lexapro. I take 10mg/ day and have not increased it.;7;;39;2
1045;"On 9/18/11 I was prescribed (30) 30mg Vyvanse for ADHD to take every morning. It had common side effects on me, such as loss of appetite, severe chewing, and I ""geeked out"" pretty bad. I'm not usually a very organised person, but shortly after school, I spent 5 hours cleaning. (My binder, my room, the house, etc.)";6;;57;2
1736;I sought treatment for frequent severe migrains. I started getting migraines at age 30 and in recent months had been having 2-3 migrains a week. I was taking Imitrex at the initial sign of a migrain (eye aura) but this was had limited effectiveness. My doctor recommended trying Topamax. In the first 2 months I had 2 migrains and have only had 4 in the last 18 months. I take 100mg at bed because it makes very relaxed and sleep very deeply. I very occasionally find myself forgetting nouns and proper names but that has been the only cognitive effect. I still have been able to be effective and focused at my job.;7;;113;2
1330;I will be taking Omeprazole, as I have been doing for years.. took Prilosec before the generic was available. Prevacid contains only 15 mg of acid reducer whereas the other two contain 20 mg. Yet you are charging as much as the others, and giving the customer 25% less.;5;;49;2
1851;The cat bite on my foot was very swollen and painful. I was hospitalized for 4 days, during which time antibiotics were administered intravenously every 6 hours. When I was discharged from the hospital I felt fine, without any of the symptoms described above. When I started taking the Augmentin there were very few side-effects - they became very noticeable after the 5th or 6th day. By the end of the treatment, the dizziness had subsided as did the light headed feeling, but the intestinal discomfort remained until 3 or 4 days after.;5;;93;2
1694;Applied the cream once a day at night to face. Did the daily treatment for about 2 months and then reduced to applying every 2-3 days.;5;;26;2
1639;DUE TO A SLIP AND FALL ACCIDENT, I NEEDED TO GET BACK SURGERY FOR MY CONDITION. THE TYPE OF SURGERY I HAD WAS CALLED ANTERIOR CERVICAL DISKECTOMY AND FUSION FOR CERVICAL DISC DISPLACEMENT. THE DOCTOR PRESCRIBED OXYCODONE ALONG WITH NAPROXEN. I RARELY TOOK THE NAPROXEN BUT TOOK THE OXYCODONE FOUR TIMES A DAY FOR TWO MONTHS. AT THIS TIME, I STILL TAKE THE MEDICATION ONLY WHEN I FEEL I NEED IT - APPROXIMATELY ONCE OR TWICE A DAY.;7;;78;2
102;Take the medication every several hours as prescribed for 3 days. I didn't think this medication did anything.;7;;18;2
1877;The doctor prescribed doxycycline to me to eradicate my infected throat and lungs. The treatment was intended for 7 days at 100mg a pill and the instructions were to take 2 pills a day, however, following the side effects, I took one pill a day until.;6;;46;2
2246;I applied the ointment several times a day. The sooner the application after the first symptom (usually tingling) the more effective. As I stated still had the outbreak but the ointment did lessen the severity and duration.;7;;37;2
208;The treatment consisted of 2 times a day of applying the cream into the face for eczema. Pimecrolimus came in cream form so it would rub off easily.;6;;28;2
3255;1 year at 25 mg .5 year at 50 mg once a day in both cases;7;;16;2
2275;I just took one a day, in the morning. When I would voice my concern about the perks of the drug with my Doctor, he was just adjust the dosage or try me on something else. I wished he would have advised me to do some psychological exercises to accompany the treatment.;4;;52;2
2875;I would apply the Avita 20 minutes after washing my face every night, wash it off in the morning, and apply sunscreen on my face.;7;;25;2
2280;The details are I take a pill once a day and have for the past several years and intend to continue in the future;7;;24;2
205;Contact dermatitis due to detergent allergy on hands. Wouldn't go away with over the counter medications. Used Elidel twice daily for approx one week. Used gloves on hands at night to increase effectiveness of the product. No side effects, no odor. non greasy. Cleared up the condition nicely.;7;;48;2
1527;"At the time of weaning my second child, I was apparently experiencing some hot flashes/night sweats and worry/ panic and tried fluvoxamine, the generic version of Luvox (which I had used previously by about four years). I had successfully used Luvox and was able to discontinue it without any side effects or symptoms of worry returning. This time only the generic was available to me so I tried it - thinking that it would be the same drug and provide similar results. It did not. I experienced nausea, and did not get any sleep benefits, although I felt that the Luvox had improved my sleep when taken at night; neither version of the drug caused any drowsiness. I did not feel any improvement in symptoms with the generic version. Perhaps my hormones needed to balance on their own, and were too intense for the fluvoxamine to modify. I hope there will be something better available if menopause eventually causes a return of symptoms. Some generics are better than others, and individual reactions differ. It is useful to have this rating information available to access online.";5;;185;2
1875;I need to take the medication twice a day, but one hour before eating or two hours after, which has turned out to be a really big nuisance, since I like to eat six small meals a day.;7;;38;2
763;Treatment only involved twice a day use, squirting the liquid up each nostril. Not inconvenient at all.;7;;17;2
3065;Medication to be taken as needed for pain after arthroscopic shoulder surgery. Would not want to take this medication unless in severe pain due mainly to the fuzzy headed/dizzy effect. Certainly could not drive or operate machinery while on the medication.;6;;41;2
2581;The application is very simple. Just apply the ointment to the affected area(bottoms of my feet) twice a day. The Dr. recommended I exfoliate the area regularly to remove any build-up of skin. Following that recommendation I would use a pumice stone 4-5 times a week prior to applying the treatment.;7;;51;2
96;I was given the drug to take once a day to help with severe migraines that were triggered due to stress and severe PMS symptoms.;7;;25;2
2657;one tablet twice per day with food took one month to see if worked then another to continue and then as needed. marathon runner and needed it for repeat injury;7;;30;2
2279;"Patient has been on Lexapro in past, though weaned off (with negative side effects including tremors, electric ""zaps"" and finally the return of the depression/anxiety). Began treatment again Sept 07 and continues currently. Current treatment began with 5 mg daily for 4 days then 10 mg daily after that. Medication is taken in morning.";7;;54;2
3926;Taking Nexium once a day in the morning on an empty stomach. the reflux symptom mostly gone after 2 days. taking Nexium for one week notice weight gain (3 pounds) after 2 weeks gain 6 pounds even exercise more and eat less still gain weight. Quit taken Nexium for one week lost some weight (3 pounds) but refux symptom return. Start take Nexium again one a week doesn't help much. I tried so hard to loose weight and lost a lot and now I have to deal with weight gain because of reflux treatment pills.;5;;95;2
1946;When I switched to the generic brand the side effects were moderate to severe, but after returning to the non generic Hyzaar once again, the side effects were less severe and acceptable once again. I wore a heart monitor and took active blood pressure readings in order to determine if the generic brand enhanced the side effects. While still not conclusive in my mind, I've elected to pay the extra dollars for the non generic brand.;7;;76;2
551;taking a 6 month course of antibiotic for acne 2 a day. differin once at night;6;;16;2
4038;one should apply once a day at nighttime.it will appear good in starting but once stopped will come again.it should be applied in a little amount.;4;;26;2
3078;Sulfasalizine was taken three times daily. As I began to wean off the drug, I moderated how much I was taking in regards to the pain and inflammation I was feeling. I am currently off the drug and take no medication for Crohn's.;6;;43;2
1529;As a result of my cervical disc (5-7) surgery, my neck, chest, left shoulder/arm/hand and face have a tendency to become inflamed if I lift something heavy, I am tired or I over use my arm. Therefore, I continue to take the medications to ease my pain and numbness. Additionally, I use Motrin IB, 200-800mg, as necessary.;7;;57;2
1320;"Prevacid was prescribed for my symptoms of acid reflux, which included some stomach upset and ""full"" feeling after eating. Although it was highly effective, I eventually discontinued use of Prevacid due to side effects. I am now using over the counter Zantac successfully, only as needed, not daily. It should be noted that I am very sensitive to medication and often react to medications that are not a problem for others.";5;;71;2
3656;Retin A applied with the Obagi skincare products at night before going to bed. Obagi skincare regimen: Cleanser, toner, clear, exfoderm, sunscreen during the day. Cleanser, toner, clear, Retin A mixed with the blender at night.;7;;36;2
2873;I used Tretinoin every night after cleansing my face. After cleansing, I waited 15-20 minutes (as my doctor had recommended) and applied about a dime size of the medication on my entire face. I made sure to use a sunscreen in the morning because Tretinoin makes the skin sensitive to sunlight.;7;;51;2
3829;I was told to use it once a day at night and to apply it with clean brush. It is important to try to keep the bottle from having direct contact with the skin in order to avoid contamination. I used a new eyelash brush daily and Latisse contains once a day applicators.;4;;53;2
2884;The treatment was mainly to help keep the ageing spots on my face to a minimum and to try and prevent my wrinkles from getting worse. I have found that daily use of exfoliating sheets and using an Olay thermal mini-peel or similar abrasion cream, I can keep the skin flaking under control. I have to be careful out in the sun so I do use a sunscreen as well as a sunscreen powder make-up so that my skin doesn't tingle.;6;;81;2
1417;37.5 mg once per day. Went back in after a month to have blood pressure tested (my blood pressure has always been near perfect). It was high, so they weaned me off of the pills.;7;;35;2
1740;25mg morning and night. 9 months, then went to 15mg capsules morning and night for a few months. Now down to 15mg at night time only.;7;;26;2
2330;I took the drug once daily in the morning and outwardly I felt no discomfort at all. Blood pressure was controlled. I took this drug approximately one year before starting Benicar and losing the symptom of coughing.;4;;37;2
313;When I began having the side effects after surgery, the doctor took me off of the Furosemide and the side effect immediately disappeared, and I also had no edema for a few weeks. The doctor then put me back on the 20 mg dosage, which I still take. It seems to help sometimes, but not all of the time.;7;;59;2
3576;I used a non-soap cleanser to wash my face twice daily. In the morning, I followed this with an application of Persa Gel and then a sunscreen. In the evening after washing my face, I would apply a moisturizer, then the Differin, and then spot treated pimples with Persa Gel.;7;;50;2
4118;"Began taking a low-dose as part of the ""starter pack."" Desire to smoke diminished quickly and was gone within only a few days. Dose gradually increased to 2 1.0mg tablets/day. Continued with this dosage for close to two months at which time I stopped taking the drug due to the side effects listed above. Have since started smoking again.";4;;59;2
83;applied directly onto affected area 3 times a day. chose to apply generously and cover effected area with a bandage.;7;;20;2
812;I was to take 1 nightly for 1 month to see if this helped my problem, then return to doctor for consultation.;4;;22;2
1521;Metformin was the treatment of choice for my diabetes as it does not produce weight gain. I take 4 time-release tablets after my evening meal. It is important to take the tablets with food to minimise digestive upsets. On disconcerting feature is that the empty tablet cases pass through the body adn appear in the stools;7;;56;2
213;Inconvient to remember to take as they are required three or four times daily. Overall very pleased with results.;7;;19;2
2434;"I was prescribed symbicort because I was using ventolin several times every day. I have been using the 200/6 turbohaler most of the time in the past 2 years consistently 2xtwice daily until recently when I have noticed some loss of flexibility in my back and worsening indigestion (plus nervousness at using steroids); so I have been taking note of an information ""wheel"" from the nurse which basically tells me I can reduce dosage eventually to 1xonce a day if I am showing no symptoms. At the moment I am on 1xtwice daily which feels about right. Will ask nurse about 100/6 (which has half the steroid content) on next visit. Would like to come off completely but maybe not possible.";7;;121;2
111;"I take 2 100 mg pills a day. As I said it does help with joint inflammation. My attitude is, ""what is the alternative"". Since I do not have an expiration date stamped on me, I will not know if this drug lengthened or shortened my life. But it does help me today to lead what I think of as a more 'normal' life.";7;;64;2
1717;I applied the product at night along with a moisturizer recommended by my doctor. While there was a decrease in blemishes, I still have several on any given day. This is has not been a completely effective treatment on its own.;7;;41;2
1568;In my experience with this medication, I've found it moderately addicting and should be taken with caution. I advise to take when in mild-moderate pain because that's what it's for, but hold off taking it every six hours (or as prescribed) if pain is not an issue.;6;;47;2
1754;The first week I took I lowered my elivil to 20Mg and started my Topamax and had that at 50Mg for the first week. The second week lower the elivil to 10mg and up the topamax to 100 mg tehn the third week stop the elivil and continue the topamax at 100mg.;7;;52;2
3141;The treatment continued off and on for approximately 10 years. During this time, I did go off of the medication for short intervals just due to the lack of necessity for the drug. The medication was taken on a daily basis, and was effective. Now, however, for me--the health risks involved in taking the drug (risk of heart attack, stroke, blood clots) far outweigh the benefits (I am a non smoker). In addition, the mood factor also played a part in not returning to taking this drug.;7;;87;2
2998;I took one 10mg tablet every night and it was very effective for the first week or so. Then after the first week I found that one tablet wasn't very effective, I had trouble falling asleep and also woke up several times during the night. I took 2 tablets for the next few days and it worked well, but after that it wasn't working well anymore so I took 4 tablets one night. The sleep was very disturbed, I kept falling in and out of sleep all night, and felt extremely drowsy and disorientated. I discontinued the use of this drug immediately as I realized I had quickly built a tolerance to it and wasn't effective anymore, even with 40mg.;5;;120;2
1807;This medication was prescribed to me following my knee arthroplasty. I had a surgery done on my knee where the joints have been replaced. following the surgery I had severe pain and so the doctor as opposed to morphine prescribed OxyContin. I was taking this drug 3 times a day and later 2 to 3 times depending on my pain. The drug worked very well and I was satisfied with it.;7;;71;2
905;take last thing at night. suits me better. some pple prefer taking in the morning.;7;;15;2
791;Ambien, the brand name product seemed to work better than the generics. I only take the generic, zolpidem once in a while. I have asked my doctor to prescribe Ambien CR to see if it will be more effective.;6;;39;2
3984;I took one tablet each morning on an empty stomach and waited a minimum of one hour before eating or lying down. I tried the weekly dose, but this did not work and my bone density increased. For me, this represented a difference between the daily and weekly versions. I never took the generic version released recently. Three years ago, I replaced Fosamax with Strontium and for the first time, my bone density increased 3%.;4;;75;2
3411;"Patient: I had suffered a fall from a vasovagal syncope episode (fainted from a standing position, hit back of head on floor). It was approximately 6 or 7 months before I was prescribed the Aricept. The Aricept was prescribed to help the brain repair and re-connect (memory, executive reasoning: strategic planning, options, solutions, implementation, changes and follow-through). The side effects were worse the first 2-3 weeks on the 5 mg, then the 4th week, my body appeared to adjust and they became less intense. The 5th week, the doctor moved me up to 10 mg, and the side effects increased again. At that point, he took me off the Aricept and tried a competitors ""patch"" called Exelon. That didn't work well at all and set me back 5-6 weeks cognitively. Now I'm back on the 5mg of Aricept for the past 2 weeks and the plan is to stay on that dose for 6 months to a year. The side effects were the same at first, and are now getting better each day. I suspect those side effects to subside in the next few weeks. And cognitively - I am improving again each day.";7;;194;2
2650;The treatment was for my back pain, this was lower back pain caused by a slipped disk. I also received cortisone injections which gave little or no relief. I was prescribed 3 tablets a day of 75mg dosage to take with meals. I also had to undertake some back strength exercises in order to strengthen the muscles which had wasted away.;7;;61;2
2303;Basically, I had anxiety attacks and was prescribed Lexapro. I took the pill once a day every day for about a year, when I was weaned off. Apparently, if you don't wean yourself, you can experience withdrawal.;7;;37;2
2502;The medicine woks but I still can feel the pain, so for me is not working because of the side effects, I have to take the medicine with food and milk and still have this severe stomach pain, nausea and some times vomits. My doctors are working on put me on something else that could work better for me;6;;59;2
1937;The Lac-hydrin was applied topically to all parts of my body (expect my face) twice daily. My dermatologist recommended that one of the applications be directly after my shower. The skin will retain moisture from the shower for a bit, and the application of the Lac-hydrin will help to keep it there. I would reapply to dry skin again before bed.;5;;61;2
924;"My MD perscribed the medication for some increasingly intense feelings of anxiety around presenting to certain groups of people in higher levels of management. I was hoping for something that I could take only on a ""as needed"" basis as I've never been one to take medication unless absolutely needed. My MD does not believe in prescribing that kind of medication due to the highly addictive nature. I do not like the side effects of this drug and do not intend to continue it.";7;;84;2
1823;I HAD TO TAKE BIRTH CONTROL PILL EVERY DAY AT THE SAME TIME FOR 3 WEEKS AND BE OFF FOR ONE WEEK. START A NEW PACK OF PILLS ON THE FOUR WEEK AFTER MY PERIOD.;4;;35;2
2405;Post thyroidectomy, the patient was placed on Levothyroxin 120 mcg, but the patient complained of pronounced weight, lack of energy, lack of sex drive and some depression. Blood work was done and the dose has been adjusted to 100 mcg and will be re-evalutated in 2 months.;7;;47;2
3980;Doctor told me it appeared I was getting very dehydraded, my electrolytes were depleted. I will get a full fasting lab in a few weeks. In the meantime, was told to take a sports drink once daily and take the hydrochlorothiazide to see if that helps with the edema and controls the spikes of HTN.;7;;55;2
2170;I was prescribed one tablet daily along with eye drops and a nasal spray, over seven years ago.;6;;18;2
629;started at 10mg and worked my way up to 50mg weekly, the side effects got worse as the dose got higher.;7;;21;2
3534;For years I had suffered with insomnia until my doctor prescribed Lunesta in a 3mg dose. It worked very well putting me to sleep and I did not wake until morning. Unfortunately I could sleep 10 - 12 hours and still wake up with a hangover from the medicine. Sometimes a half of a pill would do but I would still have somewhat of a hangover although not as bad. Now I only take during times of stress when sleeping is more important than any of the side effects.;7;;89;2
1250;I take one tablet at bedtime. I try to delay taking it until I'm just about ready to go to sleep, since the effect is most pronounced in the first few hours after taking the tablet. Later in the sleep cycle, my hot flashes wake me up more fully, as they have for the last four years.;7;;57;2
3519;My care provider said to use lunesta three times week at bedtime. I only used it once because of the side effect described above. Also I was only able to get 6 hours of sleep instead of the eight that lunesta promoted in their advertisement.;5;;45;2
1944;Simply take the dosage once a day at the same time and monitor my blood pressure;4;;16;2
1890;perioral dermatitis disappear completely during the treatment, but occured again after 2 months. Continue taking 100mg a day for 40 days and I'll see;7;;24;2
2754;I took the pills twice a day as I tried to have only two meals per day;4;;17;2
2015;Brevoxyl was applied all over the acne area twice a day. Leaving on the skin for 15 minutes and then wash off with soap and water.;7;;26;2
2990;"Afterbreaking for 3 months and receiving antibiotics treatment for the chest problem, resumed strattera 60mg till current. however, currently though with earlier benefits, I have a feeling of ""getting stuck"" and ""hypoerfocussing on things that interest me like browsing, listening to music etc and lack of the initial ""kick"" to complete tasts and look at things in details. Can someone help advise....should my dosage be increased to 80mg or more? I weigh 80kg. My dosing hasnt been basd on weight.";5;;80;2
1678;The treatment details were very simple as far I can remember. One pill once a day. I stayed on the Claritin for at least three years. I do not recall any side effects or problems during this time. Eventually it seemed as if I didn't have any allergies because I had gotten so used to the positive effects of taking this medication.;7;;62;2
1393;I began at 10mg then worked up to a 50mg dose. I had relatively good suppression of depressive symptoms at all doses, higher doses being better. The higher doses did not seem to increase the weight gain/heart rate side effects any more than the lower doses (as in non-dose-dependent effects).;7;;50;2
4008;I started with 10mg/day, for one month, when I started to feel less anxious, but not motivated or more energetic, as expected from an anti-depressive medication. Then the dose went up to 20mg/day for another 3- 4 months, when no 'anti-depression' effects were noticed, the dose went up to 30 mg/day, it made no difference either. I have stopped taking it gradually (20mg/day for 1 week, then 10mg/day for 3 weeks) until i stopped completely. Now I'm waiting to see how I feel, to see if I 'll try another medication, since the side effect described above was intolerable to me.;5;;101;2
3442;I applied a pea size amount nightly to my face. The gel was greasy and does not dry like a lightweight gel. My RX Insurance did not cover any amount of the product - I had to pay full price for the prescription.;6;;43;2
2119;Applied at night, after cleansing the face, more than thirty minutes before going to bed. Used ~1 cm of the cream for entire face and neck, followed with 4% Hydroquinone solution. When swelling occurred, application was omitted until it disappears, which usually took place in 24 hours.;7;;47;2
2883;I applied this cream to my face every other day at night as recommended by my dermatologist who prescribed teh cream. I noticed tightening up a few minutes after applying. My skin did seem to look a bit better but I stopped suing the cream becasue I was afraid of any other possibly as yet unknown side effects.;6;;58;2
1855;I was taking 2 1000 mg tablets a tablets a day . I was also taking Clarinase to releave congestion . The insomnia like side effects I encountered may be because of clarinase.;7;;33;2
597;I went to my dentist complaining of immense pain and swelling in my jaw area. An x-ray was performed and nothing could be detected. However, due to my symptoms, Hydrocodone/Ibuprofen was prescribed. I was sent home with a follow up visit scheduled. The swelling and pain decreased within a few days, I discontinued taking the drug and I was able to continue normal activities. However, approximately a week later the symptoms returns and I returned to dentist. This time the x-ray revealed a need for a root canal. I continued to use the remaining tablets until my root canal, when I received a second prescription of Hydrocodone/Ibuprofen which I only used a few of the 16 tablets prescribed.;7;;118;2
1316;She was to take one pill in the morning with the first meal of the day. No other treatment instructions.;4;;20;2
3515;cream applied twice per day for two weeks. one week without treatment and than two weeks on the treatment. Repeat this regiment until symptoms are reduced or disappear.;7;;28;2
2814;I've been taking Duloxetina (Cymbalta) 60mg for 2 years now. It helps with my mood but it doesn't take all the depression sympthoms away.;5;;24;2
3640;After wasing your face at night and letting it completely dry, you apply a thin layer all over your face and go to bed. In the morning you need to wash your face and apply a lot of moisturizer. Stick with it, it will provide resluts after about 6 weeks.;7;;50;2
889;I was to take the medication to help with social anxiety. I was to take the pill once a day.;4;;20;2
2867;I take two 50 mg spironolactone tablets each morning along with 50 mg od doxycycline.;7;;15;2
136;At the first sign of a possible outbreak I would beging taking the medication. It would be taken twice daily for three days. Discussed possible daily dosage if outbreaks became more frequent. I decided to try a more natural approach with Lysine taken at any signs with very similar results.;7;;50;2
2841;\take 5mg a day for as long as your doctors think you have improved,if not continue as long as you get better ......................................................................................................................................................;5;;23;2
4015;I took 60mg for severe depression & anxiety. However, after 1 year, I decided to quit taking due to the sexual side effects. So far I just take wellbutrin for depression & am doing well.;6;;35;2
1921;daily dose of medication on days 15-27 of my cycle. Periods were not as heavy but I did have breakthrough bleeding mid cycle which would last some months 7 days meaning I would flow for about 14 out of evey 27 days. Doctors could not give an explaination. Am currently on natural progesterone in vaginal cream form - 1gm nightly days 10-15. This is my first month so it's too early to evaluate. I switched becasue I did not want to continue with the oral - I have concerns about long term side effects.;6;;94;2
207;The treatment consisted of applying the cream form of Pimecrolimus twice a day on the face for eczema treatment. The cream itself wore off very fast which limited how effective it acted. However, benefits were seen within the first week of use.;7;;42;2
2182;I would apply the carac cream to cleansed area and have the wash my hands immediatley after applying. In the morning I would dap off the residue and apply sunscreen. I did this for 3 weeks.;6;;36;2
1444;125 mcg Tirosint per day and doubled on Sat and Sun. Listen to your body and be persistent with your doctors.;4;;21;2
3107;The treatment is relatively simple and safe. It is also supposed to decrease your chance of cervical cancer. Take one pill each day and there is a 99 percent chance of not getting pregnant. However, you can increase your risk of blood clotting if you are a smoker. You highly advised to be smoke free throughout treatment. Once treatment stops you must seek another form of birth control.;7;;68;2
2505;supposed to take one tablet before each meal and one at bedtime. i take only one at bedtime and have still had considerable success w/ibs symptoms. i also supplement with acacia powder, apple cider vinegar, acidophilus supplements, and magnesium supplements.;7;;40;2
2769;I apply duac once a day to clean dry skin and follow with a moisturizer.;7;;15;2
820;I have been on Prozac for 12 years. I was titered starting with 20 mg. days, then 40 mg then 60 mg which is my current dose.;7;;27;2
1965;"I took it 3 times daily to help reduce nerve pain from spinal compression that needs to be fused but I did not want another fusion yet so this was one of the medications they put me on when nuerontin at the levels I needed caused some of the same side effects as Lyrica;.";5;;54;2
1324;Treatment consisted of Prevacid (1.25 mg) three times a day and at this time the duration is indefinite. Concurrently his diet was modified, removing wheat, peanuts, dairy and beef, based on a blood based allergy test. The next phase of evaluation will include a measured DTH response to the identified allergens.;5;;51;2
373;Began taking a doseage of 35 and increased to 200 mg. at 150 and 200 noticed lack of balance and reduction of motor skills. Immediately reduced to 75 which was perfect for the patient but well below the recommended level of 200 to 400 mg.;6;;45;2
3316;I saw a few dermatologists and each one told me to use it twice daily. I was even given different forms. One a cream and the other a foam. I was also informed to use them for two weeks and then stop. I did, and when I stopped my rash slowly started coming back.;4;;54;2
2972;started dosage at 500MG worked up to 1500 but if I missed a dose i would drop back down to lower dosage to avoid flushing. I found it hard to stay at the 1500 range without severe flushing and itching and it would happen randomly no matter what even when i took aspirin and ate before taking. Stopped for awhile and am now back on as my numbers have gone up again on bad Cholesterol and I do not want to take statins as I have no other makers yet for heart disease;7;;93;2
3577;I was directed to apply once or twice a week and build up to once per night as tolerated. I was able to tolerate once per night application for the entire course of treatment. There were some negative side effects (itching, sensitivity, warmth, and redness especially around my eyes) and not much in the way of positive side effects. I am now considering asking my dermatologist for a different prescription.;4;;70;2
1598;Once a day preferably at bedtime but if a situation arose I would have to take another sooner and still one at bedtime in order to sleep.;5;;27;2
4095;I was to take 1 small dosage pill twice a day for 1 week. Then increase the pill to the regular dose gradually after that week. The medication is suppose to stop you from wanting to smoke basically by making you sick to your stomache when you smoke. During the first week you can smoke, but the second week you have to stop.;5;;63;2
3707;take 2-3 times per day to aviod reflux acid. this is most effective prior to eating so take 30 minutes before eating or drinking alcohol will help to aviod heartburn;7;;30;2
3168;Taken daily orally once a day. Eventually tapered off to 5 mg. per day, then 5 every other day, then 5 once a week.;7;;24;2
1631;I took premarin once daily for over twenty five years following an emergency hysterectomy due to severe endometriosis. I stopped taking premarin because my doctor quit precsribing it.;4;;28;2
2114;I went to my doctor and asked for a wrinkle treatment. He give me some samples of the creame. He then wrote me out a year prescription of the creame. He told me to apply it twice a day but, if my skin becomes dry, to reduce it to one a day. I preceeded to do that and it stopped some of the dryness.;5;;64;2
571;After diagnosed with tachycardia, prescribed metoprolol tartrate at varying doses over course of a few months (lowest dose possible was not high enough to keep heart rate low and next highest dose possible was too high, i.e, produced extreme shortness of breath/tight and heavy chest/dizziness. On the positive side, the medicine did slow heart rate and reduced episodes of extremely high heart rate. Next, prescribed metoprolol succinate with similar benefits and side effects. On both meds, side effects were too severe to function day to day. So I was put on Atenolol, and it has worked for me much better. Heart rate is held at a safe rate, and is more consistent than when on the metoprolol. Symptoms of dizziness, heavy chestedness, etc. are still present but highly diminished (I can at least perform normal daily functions now). Now I have additional symptoms of vertigo after elevator rides, indigestion, constipation, and short term memory loss (but nothing that I can't function with). Recently, doctors suggested a catheter ablation, as they discovered a source of my problems to be the presence of extra electrical pathways in my heart.;7;;187;2
682;This was an oral treatment and the regimine was twice daily. I had to constantly use a moisturizer and my lips became the most dried and cracked than they had ever been before.;7;;33;2
4018;I was diagnosed as having mild depression when I was 17. I was prescribed a mild dose (10mg) of celexa by my doctor. At the time, (being a teenager) I was frequently tired anyway. I think this is why I did not notice the side effect at first. But years later, I decided to try going off it, and discovered an increase in energy and motivation. After that, I tried a few other drugs like lexipro (which gave me the same side effects), and Wellbutrin (which made me feel manic, highly anxious and stressed). I had tried the Wellbutrin because I was told it would not make me sleepy. Unfortunately, in increased my anxiety to the extreme. Recently, I have gone to a therapist and with some therapy, I am no longer on any drugs. This is what I should have done in the first place.;7;;146;2
3108;The Ortho Tri-Cyclen birth control pills are a low dosage progesterone treatment that is intended to prevent pregnancy. I was required to take one pill every day. My understanding is that I experienced a relatively rare side effect with the migraines. I have not heard any similar complaints from friends who were taking the same pill, other than complaints about weight gain, bloating and mild acne.;4;;66;2
398;Once a migraine is formulating, one pill is to be taken. The medication took almost thirty minutes to kick in. Once the medication started to take affect, I began to develop a tingling sensation in my left hand and later my right hand. I also noticed my hands were very shaky after the medication was in my system for at least an hour.;5;;63;2
3050;I took 200 mg a night for a couple years but after awhile my doctor was worried it was becoming toxic so she took me off it.;5;;27;2
3613;I started applying a pea-sized amount of the Retin-A cream on every second night about one hour after washing. After two weeks, because there were no adverse effects for me I started using the cream nightly. With nightly usage I experienced very slight side-effects of sensitivity, slight redness after washing and occasional slight flaking. None of these effects were severe so I continued with nightly treatment. After approximately one month I experienced gradual lessening in severity and frequency of comedonic acne. Comedones still formed, but were less likely to become inflamed/infected. Slight reduction in surface oiliness noted. After about 10 weeks I noted a slight improvement in sundamage and skin texture. Overall I was very pleased with the efficacy of this product, but may in the future switch to the Retin-A gel to see if this results in a further reduction of comedones.;7;;143;2
2582;Apply twice daily for a period of three weeks. Do not use hot water on treatment area. After shower or bath gently dry with towel. Moisturize often.;7;;27;2
1243;Four 20 mg capsules taken once daily. Also had to double reccommended daily water intake. Moisturised skin and lips when absolutell necessary although this was not advised by dermatologist due to clogging of pores.;4;;34;2
2817;My doctor prescribed Wellbutrin for depression and anxiety. I take 150mg two times per day.;9;;15;3
